name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating
Bladestorm: Nightmare	XOne	2015	Action	Tecmo Koei	30000	20000	0	0	4.8	6	7.1	8	Omega Force	T
Kamen Rider: Dragon Knight	DS	2009	Fighting	D3Publisher	50000	0	0	0	NA	NA	NA	NA	Natsume	T
The BIGS 2	DS	2009	Sports	Take-Two Interactive	50000	0	0	0	NA	NA	NA	NA	Blue Castle Games	E
Sacred 3	X360	2014	Role-Playing	Deep Silver	30000	20000	0	0	5.1	11	4.1	42	Deep Silver	M
Operation Flashpoint: Dragon Rising	PC	2009	Shooter	Codemasters	20000	30000	0	10000	7.6	29	4.9	539	Codemasters	M
Princess on Ice	DS	2008	Sports	505 Games	40000	10000	0	0	NA	NA	NA	NA	Arc System Works	E
Jewel Legends: Tree of Life	DS	2011	Puzzle	Rising Star Games	0	40000	0	10000	NA	NA	NA	NA	Rising Star Games	E
Wasteland 2	XOne	2015	Role-Playing	Deep Silver	40000	10000	0	10000	7.7	13	7.1	56	InXile Entertainment	M
MorphX	X360	2010	Shooter	505 Games	50000	0	0	0	3.3	4	6.6	15	"Buka Entertainment, Targem Games"	M
Sigma Star Saga	GBA	2005	Role-Playing	Atari	40000	10000	0	0	6.8	34	8.2	6	WayForward	E10+
Imagine Animal Doctor Care Center	DS	2010	Simulation	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Ubisoft	E
Imagine: Party Planner	DS	2009	Simulation	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Ubisoft Porto Alegre	E
Ontamarama	DS	2007	Action	Atlus	50000	0	0	0	7.1	9	NA	NA	Noise Factory	E
FIFA Soccer 2004	GBA	2003	Sports	Electronic Arts	40000	10000	0	0	8.2	4	7.9	9	Exient Entertainment	E
Disney's Party	GC	2002	Misc	Electronic Arts	40000	10000	0	0	3.9	6	7.8	5	Neverland	E
The Bureau: XCOM Declassified	PC	2013	Shooter	Take-Two Interactive	0	50000	0	0	6.6	45	6.5	621	2K Marin	M
Nanostray 2	DS	2008	Shooter	Codemasters	30000	10000	0	0	7.5	23	7.8	8	Shin'en	E
Metal Slug Anthology	PSP	2007	Shooter	Ignition Entertainment	20000	0	20000	10000	7.8	26	7.4	25	Terminal Reality	T
Yanya Caballista: City Skater	PS2	2001	Sports	Tecmo Koei	20000	20000	0	10000	5.8	13	6.3	7	Cave	E
The Typing of the Dead	DC	2000	Shooter	Sega	0	0	50000	0	8.3	12	7.8	12	Smilebit	M
Over the Hedge: Hammy Goes Nuts!	PSP	2006	Platform	Activision	50000	0	0	0	5.8	7	NA	NA	Amaze Entertainment	E
Jenga World Tour	Weii	2007	Misc	Atari	50000	0	0	0	2.6	14	2.8	11	Atomic Planet Entertainment	E
Prism: Light the Way	DS	2007	Puzzle	Eidos Interactive	50000	0	0	0	7.3	21	NA	NA	Game Sauce	E
Monster 4x4: Masters of Metal	GC	2003	Racing	Ubisoft	40000	10000	0	0	4.9	11	NA	NA	Ubisoft	E
Imagine: Artist	DS	2009	Misc	Ubisoft	50000	0	0	0	NA	NA	NA	NA	Ubisoft	E
Top Spin 2	DS	2006	Sports	Take-Two Interactive	50000	0	0	0	5.1	8	NA	NA	Indie Built	E
Second Sight	GC	2004	Adventure	Codemasters	40000	10000	0	0	7.7	34	8.5	13	Free Radical Design	T
Puyo Pop	GBA	2001	Puzzle	Sega	40000	10000	0	0	8.4	14	NA	NA	Sonic Team	E
SpongeBob SquarePants: Plankton's Robotic Revenge	WeiiU	2013	Shooter	Activision	0	50000	0	0	NA	NA	6.2	18	Behaviour Interactive	E10+
Rave Master	GC	2002	Fighting	Konami Digital Entertainment	0	0	50000	0	6	15	6.3	4	Konami	T
Ivy the Kiwi?	DS	2010	Puzzle	Rising Star Games	40000	0	0	0	6.9	20	6.3	4	Prope	E
Alias	XB	2004	Action	Acclaim Entertainment	40000	10000	0	0	6.4	37	6	4	Acclaim Studios Cheltenham	T
ESPN International Winter Sports 2002	GC	2002	Sports	Konami Digital Entertainment	40000	10000	0	0	6.2	6	NA	NA	KCEO	E
OutRun 2006: Coast 2 Coast	PS2	2006	Racing	Sega	20000	10000	10000	0	8.1	42	8.8	17	Sumo Digital	E
Jewel Master: Cradle of Persia	DS	2012	Puzzle	Rising Star Games	0	40000	0	10000	NA	NA	NA	NA	Rising Star Games	E
Zumba Fitness Core	X360	2012	Misc	505 Games	0	50000	0	0	7.7	6	6.7	6	Zoe Mode	E10+
Guilty Gear Dust Strikers	DS	2006	Fighting	Majesco Entertainment	50000	0	0	0	6	25	5.8	9	Arc System Works	T
Dark Summit	GC	2002	Sports	THQ	40000	10000	0	0	6.8	16	4.5	4	Radical Entertainment	T
Turbo Turtle Adventure	GBA	2002	Puzzle	Majesco Entertainment	40000	10000	0	0	7	8	NA	NA	Iridon Interactive AB	E
Star Wars: Republic Commando	PC	2005	Shooter	LucasArts	0	40000	0	10000	7.8	34	8.7	279	LucasArts	T
The Lost Vikings	GBA	2003	Puzzle	Activision	40000	10000	0	0	7.5	16	9.1	15	Mass Media	E
Ty the Tasmanian Tiger 3: Night of the Quinkan	GBA	2005	Action	Zoo Digital Publishing	40000	10000	0	0	7.3	6	NA	NA	Krome Studios	E10+
Secret Files: Tunguska	DS	2008	Adventure	Deep Silver	40000	10000	0	0	7.1	6	7.6	5	"10tacle Studios, Fusionsphere Systems"	T
George of the Jungle and the Search for the Secret	DS	2008	Platform	Ignition Entertainment	50000	0	0	0	4.4	4	NA	NA	Crave	E
Hotel for Dogs	Weii	2009	Simulation	505 Games	40000	0	0	0	NA	NA	NA	NA	505 Games	E
Blazing Souls: Accelate	PSP	2009	Role-Playing	Idea Factory	40000	0	10000	0	NA	NA	7.8	17	"Neverland, Idea Factory"	T
PQ2: Practical Intelligence Quotient	PSP	2006	Puzzle	D3Publisher	40000	0	0	0	7.4	19	7.8	6	Now Production	E
Metroid Prime: Federation Force	3DS	2016	Action	Ninti	20000	10000	10000	0	6.4	56	5.1	219	"Next Level Games, Ninti"	T
Natural Doctrine	PS3	2014	Role-Playing	Nippon Ichi Software	30000	10000	10000	10000	NA	NA	8.1	17	Kadokawa	M
DiRT 2	PC	2009	Racing	Codemasters	0	40000	0	10000	8.9	22	8.2	352	Codemasters	T
Payday 2	PC	2013	Shooter	505 Games	40000	0	0	10000	7.9	51	3.4	3558	Overkill Software	M
Hatsune Miku: Project Diva X	PS4	2016	Misc	Sega	20000	0	20000	0	7.8	22	7.4	41	Sega	T
Alter Echo	XB	2003	Shooter	THQ	40000	10000	0	0	6.2	24	NA	NA	Outrage Games	T
Fishdom	DS	2011	Puzzle	Atari	50000	0	0	0	NA	NA	NA	NA	Playrix Entertainment	E
Whirl Tour	GC	2002	Sports	Vivendi Games	40000	10000	0	0	6.1	10	9	4	Papaya Studios	E
Pinball Tycoon	GBA	2002	Misc	Ignition Entertainment	30000	10000	0	0	NA	NA	NA	NA	Ignition Entertainment	E
Major League Baseball 2K11	PS2	2011	Sports	Take-Two Interactive	20000	20000	0	10000	NA	NA	NA	NA	Visual Concepts	E
Cartoon Network Block Party	GBA	2004	Misc	Majesco Entertainment	30000	10000	0	0	5.2	4	NA	NA	One Man Band	E
Super Bust-A-Move	GBA	2001	Puzzle	Ubisoft	30000	10000	0	0	7.7	9	NA	NA	Taito Corporation	E
Saints Row: Gat out of Hell	PS4	2015	Action	Deep Silver	0	40000	0	10000	6.4	45	5.7	98	Volition Inc.	M
ZooCube	GBA	2002	Puzzle	Acclaim Entertainment	30000	10000	0	0	7.1	11	NA	NA	PuzzleKings	E
Plants vs. Zombies: Garden Warfare 2	PC	2016	Shooter	Electronic Arts	0	40000	0	0	8.2	6	7.5	44	PopCap	E10+
Nicktoons: Attack of the Toybots	DS	2007	Platform	THQ	40000	0	0	0	5.4	4	NA	NA	Natsume	E
Ms Saga: A New Dawn	PS2	2005	Role-Playing	Namco Bandai Games	20000	20000	0	10000	6.5	27	8.6	15	Bandai	E10+
Child of Light	PS4	2014	Role-Playing	Ubisoft	0	10000	40000	0	8.2	46	8	451	Ubisoft Montreal	E10+
Barnyard	GBA	2006	Action	THQ	30000	10000	0	0	5.6	8	NA	NA	Halfbrick Studios	E
GrimGrimoire	PS2	2007	Strategy	Tecmo Koei	10000	10000	30000	0	7.9	39	7.9	17	Vanilla Ware	E10+
Crime Life: Gang Wars	XB	2005	Action	Konami Digital Entertainment	40000	10000	0	0	3	19	3.4	9	Hothouse Creations	M
Rugby 2005	XB	2005	Sports	Electronic Arts	40000	10000	0	0	7.5	20	7.7	11	HB Studios Multimedia	E
"Warhammer 40,000: Dawn of War"	PC	2004	Strategy	THQ	10000	30000	0	10000	8.6	51	8.8	295	Relic	M
Rock 'N Roll Racing	GBA	2003	Racing	Activision	30000	10000	0	0	8	12	9.4	5	Mass Media	E
Dynasty Warriors Vol. 2	PSP	2006	Action	Tecmo Koei	40000	0	0	0	5.7	28	8.1	8	Omega Force	T
Freelancer	PC	2003	Simulation	Microsoft Game Studios	20000	20000	0	10000	8.5	39	9	185	Digital Anvil	T
LEGO Indiana Jones 2: The Adventure Continues	PC	2009	Action	Activision	20000	30000	0	10000	6.6	13	8	19	Traveller's Tales	E10+
American Chopper 2: Full Throttle	GC	2005	Racing	Activision	40000	10000	0	0	5.4	4	NA	NA	Creat Studios	T
Rugby 06	PS2	2006	Sports	Electronic Arts	20000	20000	0	10000	7	6	7.8	27	EA Canada	E
Fatal Frame II: Crimson Butterfly Director's Cut	XB	2004	Action	Microsoft Game Studios	40000	10000	0	0	8.4	37	8.3	16	Tecmo	M
2002 FIFA World Cup	GC	2002	Sports	Electronic Arts	40000	10000	0	0	7.8	9	7.7	6	EA Sports	E
The Lord of the Rings: The Battle for Middle-Earth II	X360	2006	Strategy	Electronic Arts	0	40000	0	0	7.9	50	7.5	83	EA LA	T
LEGO The Hobbit	PC	2014	Action	Warner Bros. Interactive Entertainment	0	50000	0	0	6.8	6	NA	NA	TT Games	E10+
Need for Speed Carbon	PC	2006	Racing	Electronic Arts	0	40000	0	10000	7.8	17	7.2	249	Black Box	E10+
Colin McRae Rally 2005	XB	2004	Racing	Codemasters	40000	10000	0	0	8.3	35	7.5	6	Codemasters	E
American Chopper 2: Full Throttle	XB	2005	Racing	Zoo Digital Publishing	40000	10000	0	0	NA	NA	NA	NA	Creat Studios	T
MTX Mototrax	PSP	2006	Racing	Activision	40000	0	0	0	6.7	8	NA	NA	Left Field Productions	E
Ribbit King	GC	2003	Sports	Atari	40000	10000	0	0	6	11	NA	NA	Bandai	E
Summoner: A Goddess Reborn	GC	2003	Role-Playing	THQ	40000	10000	0	0	7.2	19	NA	NA	Cranky Pants Games	T
Empire Earth	PC	2001	Strategy	Vivendi Games	0	40000	0	10000	8.1	23	8.2	126	Stainless Steel Studios	T
DuckTales: Remastered	PS3	2013	Action	Capcom	10000	30000	0	10000	7.5	31	7.4	135	WayForward	E
ESPN Great Outdoor Games Bass 2002	GBA	2001	Sports	Konami Digital Entertainment	30000	10000	0	0	5.7	7	NA	NA	KCEO	E
Punch King	GBA	2002	Fighting	Acclaim Entertainment	30000	10000	0	0	5.8	10	NA	NA	Full-Fat	E
V-Rally 3	GBA	2002	Racing	Atari	30000	10000	0	0	8.2	7	NA	NA	Velez & Dubail	E
B-Boy	PSP	2006	Misc	Sony Computer Entertainment	40000	0	0	0	5	11	7.8	6	FreeStyleGames	T
Kakuto Chojin	XB	2002	Fighting	Microsoft Game Studios	40000	10000	0	0	4.6	26	7.2	17	DreamFactory	T
Need for Speed Underground	PC	2003	Racing	Electronic Arts	0	40000	0	10000	8.2	24	8.3	307	Black Box	E
Frogger: Ancient Shadow	GC	2005	Platform	Konami Digital Entertainment	40000	10000	0	0	5.4	9	NA	NA	Hudson Soft	E
Snoopy vs the Red Baron	PSP	2006	Adventure	Namco Bandai Games	40000	0	0	0	7.6	7	7.8	4	Smart Bomb Interactive	E10+
Pet Vet: Down Under	DS	2009	Simulation	Deep Silver	40000	0	0	0	NA	NA	NA	NA	Braingame	E
Virtua Tennis 3	PSP	2007	Sports	Sega	20000	20000	0	10000	7.9	17	7.7	13	Sumo Digital	E
Raze's Hell	XB	2005	Shooter	Majesco Entertainment	40000	10000	0	0	7.1	37	8.1	8	Artech Studios	M
Far Cry	PC	2004	Shooter	Ubisoft	0	40000	0	10000	8.9	72	8.1	724	Crytek	M
Gem Smashers	Weii	2011	Platform	Crave Entertainment	40000	0	0	0	NA	NA	NA	NA	Frame Studios Interactive	E
GunPey DS	DS	2006	Puzzle	Atari	40000	0	0	0	7	24	NA	NA	Q Entertainment	E
Arslan: The Warriors of Legend	PS3	2015	Action	Tecmo Koei	0	0	50000	0	NA	NA	NA	NA	Omega Force	T
Time Crisis: Project Titan	PS	2001	Shooter	Namco Bandai Games	30000	20000	0	0	7.1	13	6.7	6	Flying Tiger Development	T
Ys: The Ark of Napishtim	PSP	2006	Role-Playing	Konami Digital Entertainment	40000	0	0	0	6.4	29	7.3	13	Konami Software Shanghai	E10+
Pro Evolution Soccer 2017	XOne	2016	Sports	Konami Digital Entertainment	10000	30000	0	0	8.7	12	6.1	84	Konami	E
FIFA Soccer 10	PC	2009	Sports	Electronic Arts	0	40000	0	10000	7.2	14	3.8	59	EA Sports	E
Tom Clancy's Rainbow Six: Lockdown	GC	2005	Shooter	Ubisoft	40000	10000	0	0	7.2	8	7.8	5	"Red Storm Entertainment, Ubisoft Montreal"	M
Full Spectrum Warrior: Ten Hammers	XB	2006	Strategy	THQ	30000	10000	0	0	6.9	27	NA	NA	Pandemic Studios	M
The Sims	PC	2000	Simulation	Electronic Arts	10000	30000	0	10000	9.2	38	7.9	451	Maxis	T
MiniCopter: Adventure Flight	Weii	2007	Simulation	505 Games	40000	0	0	0	NA	NA	NA	NA	Sonic Powered	E
FIFA Manager 12	PC	2011	Sports	Electronic Arts	0	30000	0	10000	7.2	11	3.9	24	Bright Future GmbH	E
Balloon Pop	Weii	2007	Puzzle	505 Games	40000	0	0	0	NA	NA	NA	NA	UFO Interactive	E
Gitaroo Man	PS2	2001	Misc	THQ	20000	20000	0	10000	8.2	21	8.7	25	Koei/Inis	E
SpongeBob SquarePants: Plankton's Robotic Revenge	X360	2013	Shooter	Activision	40000	0	0	0	NA	NA	6.1	13	Behaviour Interactive	E10+
Counter Force	Weii	2007	Shooter	505 Games	40000	0	0	0	NA	NA	NA	NA	Hyper-Devbox	E10+
Centipede: Infestation	3DS	2011	Shooter	Atari	40000	0	0	0	NA	NA	NA	NA	WayForward	E10+
XCOM 2	XOne	2016	Strategy	Take-Two Interactive	20000	20000	0	0	8.7	17	8.1	40	Firaxis Games	T
Yaiba: Ninja Gaiden Z	X360	2014	Action	Tecmo Koei	30000	10000	0	0	5	20	5.3	43	"Spark Unlimited, comcept"	M
Big Air Freestyle	GC	2002	Racing	Atari	40000	10000	0	0	5.6	12	NA	NA	Paradigm Entertainment	T
Mike Tyson Heavyweight Boxing	XB	2002	Sports	Codemasters	30000	10000	0	0	3.7	13	NA	NA	Atomic Planet Entertainment	T
Rapala Fishing Frenzy 2009	X360	2008	Sports	Activision	40000	0	0	0	4.1	5	7.2	6	FUN Labs	E
Company of Heroes	PC	2006	Strategy	THQ	0	40000	0	10000	9.3	55	8.8	1128	Relic	M
Wonder World Amusement Park	Weii	2008	Misc	Majesco Entertainment	40000	0	0	0	3.7	9	4.5	4	Coyote Console	E
Just Dance 2017	PS3	2016	Misc	Ubisoft	10000	30000	0	10000	NA	NA	NA	NA	Ubisoft Paris	E10+
Wing Island	Weii	2006	Simulation	Konami Digital Entertainment	30000	10000	10000	0	4.7	32	4.9	8	CAProduction	E
Silent Hunter: Wolves of the Pacific	PC	2007	Simulation	Ubisoft	0	40000	0	10000	7.9	22	6.9	40	Ubisoft Romania	T
Wrath Unleashed	XB	2004	Strategy	LucasArts	30000	10000	0	0	6.9	32	7	4	Double Helix Games	T
March of the Penguins	DS	2006	Adventure	Zoo Digital Publishing	40000	0	0	0	3.4	8	1.7	6	SkyRiver Studios	E
Professor Heinz Wolff's Gravity	DS	2008	Puzzle	Deep Silver	40000	0	0	0	5.3	9	NA	NA	Deep Silver	E
Double Dragon Advance	GBA	2003	Action	Atlus	30000	10000	0	0	7.5	21	8.4	5	Million	T
Color Cross	DS	2008	Misc	Rising Star Games	40000	0	0	0	7.2	6	NA	NA	Rising Star Games	E
The Bible Game	XB	2005	Misc	Crave Entertainment	30000	10000	0	0	6	6	2.7	13	Crave	E
Bubble Bobble Revolution	DS	2005	Puzzle	Atari	40000	0	0	0	3.8	19	6.2	6	Taito Corporation	E
Yager	XB	2003	Shooter	THQ	30000	10000	0	0	7	19	9.3	9	Yager	T
Supreme Commander	PC	2007	Strategy	THQ	0	40000	0	10000	8.6	44	8.3	263	Gas Powered Games	E10+
Wolfenstein	PC	2009	Shooter	Activision	10000	30000	0	10000	7.4	41	7.3	261	"id Software, Raven Software"	M
Cesar Millan's Dog Whisperer	DS	2008	Simulation	Ubisoft	40000	0	0	0	NA	NA	8.6	9	Ubisoft	E
Microsoft Train Simulator	PC	2001	Simulation	Microsoft Game Studios	0	40000	0	10000	8.4	16	8.4	21	Kuju Entertainment	E
Activision Anthology	GBA	2003	Misc	Activision	30000	10000	0	0	7.9	13	NA	NA	Aspyr	E
Resident Evil 6	XOne	2016	Shooter	Capcom	40000	0	0	0	6.3	12	6.3	34	Capcom	M
Trigger Man	XB	2004	Shooter	Crave Entertainment	30000	10000	0	0	3.1	5	NA	NA	Point of View	T
Assassin's Creed: Altair's Chronicles	DS	2008	Platform	Ubisoft	30000	10000	0	0	5.8	30	6.3	30	Gameloft	T
Short Track Racing: Trading Paint	PS2	2009	Racing	THQ	20000	20000	0	10000	NA	NA	NA	NA	THQ	E
Fantastic Four: Rise of the Silver Surfer	Weii	2007	Action	Take-Two Interactive	40000	10000	0	0	3.9	16	5.9	15	7 Studios	T
Galaxy Racers	DS	2010	Racing	Ubisoft	40000	0	0	0	NA	NA	NA	NA	KUNST-STOFF	E
Pony Friends	DS	2007	Simulation	Eidos Interactive	0	40000	0	10000	6.7	8	6.6	12	Tantalus Interactive	E
Looney Tunes: Cartoon Conductor	DS	2008	Misc	Eidos Interactive	40000	0	0	0	6.7	17	NA	NA	Amaze Entertainment	E
Art of Fighting Anthology	PS2	2006	Fighting	Crave Entertainment	20000	20000	0	10000	6	19	7	4	SNK Playmore	T
Lux-Pain	DS	2008	Adventure	Rising Star Games	40000	0	0	0	4.8	33	6.2	18	Killaware	T
Rapala Trophies	PSP	2006	Sports	Activision	40000	0	0	0	NA	NA	NA	NA	Sand Grain Studios	E
Active Life: Magical Carnival	Weii	2011	Misc	Namco Bandai Games	30000	10000	0	0	NA	NA	NA	NA	Bandai Namco Games	E
The Hustle: Detroit Streets	PS2	2006	Sports	Activision	20000	20000	0	10000	4.6	5	NA	NA	Blade Interactive	T
Guilty Gear XX Accent Core	PS2	2007	Fighting	Unknown	0	0	40000	0	7.7	9	8.3	16	Arc System Works	T
Millipede / Super Breakout / Lunar Lander	GBA	2005	Misc	Zoo Digital Publishing	30000	10000	0	0	NA	NA	NA	NA	Gravity-I	E
Grey's Anatomy: The Video Game	DS	2009	Adventure	Ubisoft	30000	10000	0	0	NA	NA	7.5	4	Longtail Studios	T
Mafia	PC	2002	Action	Take-Two Interactive	0	40000	0	10000	8.8	27	9.1	863	Illusion Softworks	M
Disney's Donald Duck: Goin' Quackers	GC	2002	Platform	Ubisoft	30000	10000	0	0	6.1	7	3	4	Ubisoft Montreal	E
Operation Flashpoint: Elite	XB	2005	Shooter	Codemasters	30000	10000	0	0	6.4	24	8.3	27	Bohemia Interactive	T
Fantastic Four: Rise of the Silver Surfer	DS	2007	Action	Take-Two Interactive	40000	0	0	0	3.5	8	4.8	13	7 Studios	E10+
Virtua Tennis 3	X360	2007	Sports	Sega	30000	10000	0	0	8	34	6.8	26	Sumo Digital	E
Front Mission	DS	2007	Strategy	Square Enix	10000	0	30000	0	7.2	19	8.9	9	Square Enix	E10+
World Championship Spelling	DS	2010	Misc	505 Games	40000	0	0	0	NA	NA	NA	NA	505 Games	E
Boktai 2: Solar Boy Django	GBA	2004	Role-Playing	Konami Digital Entertainment	30000	10000	0	0	7.8	20	8.5	11	KCEJ	T
Life is Strange	PC	2016	Adventure	Square Enix	10000	40000	0	0	8.3	15	8.6	1620	DONTNOD Entertainment	M
Dark Arena	GBA	2002	Shooter	THQ	30000	10000	0	0	6.5	17	NA	NA	Graphic State	T
Heatseeker	PSP	2007	Action	Codemasters	40000	0	0	0	4.9	7	NA	NA	IR Gurus	T
TOCA Race Driver 2	XB	2004	Racing	Codemasters	30000	10000	0	0	NA	NA	8.3	6	Codemasters	T
Shaun the Sheep	DS	2008	Adventure	D3Publisher	40000	0	0	0	5.8	5	NA	NA	Art	E
Pro Evolution Soccer 2016	PC	2015	Sports	Konami Digital Entertainment	0	40000	0	0	7.6	12	4.3	286	Konami	E
Teenage Mutant Ninja Turtles: Mutants in Manhattan	XOne	2016	Action	Activision	30000	10000	0	0	5.5	14	6	38	PlatinumGames	T
Runaway: A Twist of Fate	PC	2009	Adventure	Focus Home Interactive	0	40000	0	10000	7.9	15	8.2	40	Pendulo Studios	T
Disney's Meet the Robinsons	GC	2007	Action	Disney Interactive Studios	30000	10000	0	0	6.8	5	NA	NA	Avalanche Software	E10+
Gem Smashers	3DS	2011	Platform	Crave Entertainment	40000	0	0	0	NA	NA	NA	NA	Frame Studios Interactive	E
Rogue Trooper	PS2	2006	Shooter	Eidos Interactive	20000	20000	0	10000	7.1	37	8.2	9	Rebellion	T
Backyard Baseball '09	Weii	2008	Sports	Atari	40000	0	0	0	3.7	4	7.8	5	Humongous Entertainment	E
Spy Fiction	PS2	2003	Action	Sega	20000	20000	0	10000	6.1	33	NA	NA	Access Games	M
Justice League: Chronicles	GBA	2003	Platform	Midway Games	30000	10000	0	0	4.3	7	NA	NA	Full-Fat	E
Tom Clancy's HAWX	PC	2009	Action	Ubisoft	0	30000	0	10000	7	23	7.3	125	Ubisoft Romania	T
Enemy Front	X360	2014	Shooter	Namco Bandai Games	20000	20000	0	0	3.5	8	5.8	78	CI Games	M
Top Gun	DS	2006	Simulation	505 Games	40000	0	0	0	4.8	8	NA	NA	InterActive Vision Games	E10+
King Arthur	GC	2004	Action	Konami Digital Entertainment	30000	10000	0	0	6	14	NA	NA	Krome Studios	T
Shantae and the Pirate's Curse	3DS	2015	Platform	Rising Star Games	10000	0	30000	0	8.2	18	8.5	86	WayForward	E10+
Advance Guardian Heroes	GBA	2004	Role-Playing	Ubisoft	30000	10000	0	0	6.5	25	NA	NA	Treasure	E
Nobunaga's Ambition: Sphere of Influence	PS4	2014	Strategy	Tecmo Koei	30000	0	0	10000	8	20	8.1	46	Koei Tecmo Games	T
FIFA Street 2	DS	2006	Sports	Electronic Arts	40000	0	0	0	4.3	5	7.5	4	Exient Entertainment	E
Corpse Party: Book of Shadows	PSP	2011	Adventure	5pb	0	0	40000	0	6.7	23	8.2	50	5pb	M
WarTech: Senko no Ronde	X360	2006	Fighting	Ubisoft	40000	0	0	0	6	33	6.1	7	G.Rev	T
Teenage Mutant Ninja Turtles: Mutants in Manhattan	X360	2016	Action	Activision	10000	30000	0	0	NA	NA	4.3	16	PlatinumGames	T
Strike Force Bowling	XB	2004	Sports	Crave Entertainment	30000	10000	0	0	5.4	10	NA	NA	Lab Rats Games	E
IL-2 Sturmovik: 1946	PC	2006	Simulation	Ubisoft	0	40000	0	10000	8.6	9	8.8	115	1C: Maddox Games	T
Chessmaster	GBA	2002	Misc	Ubisoft	30000	10000	0	0	7.6	5	NA	NA	Ubisoft	E
Coraline	DS	2009	Action	D3Publisher	40000	0	0	0	NA	NA	NA	NA	Art	E
Red Ninja: End of Honor	PS2	2005	Action	Vivendi Games	20000	20000	0	10000	4.7	17	5	7	Opus	M
Praetorians	PC	2003	Strategy	Eidos Interactive	0	40000	0	0	7.8	23	8.2	38	Pyro Studios	T
Smash Court Tennis 3	PSP	2007	Sports	Namco Bandai Games	10000	10000	10000	10000	6.8	30	6.3	4	"Namco Bandai Games America, Namco Bandai Games"	E
SX Superstar	XB	2003	Racing	Acclaim Entertainment	30000	10000	0	0	5.3	17	NA	NA	Acclaim	T
LEGO Friends	3DS	2013	Action	Warner Bros. Interactive Entertainment	0	40000	0	0	4.3	4	8.3	4	Hellbent Games	E
SPRay	Weii	2008	Action	Tecmo Koei	40000	0	0	0	4.2	16	4.5	6	EKO Software	E10+
Saint Seiya: Soldiers' Soul	PS3	2015	Fighting	Namco Bandai Games	0	0	40000	0	NA	NA	6.3	4	Dimps Corporation	T
Brothers: A Tale of Two Sons	XOne	2015	Adventure	505 Games	30000	10000	0	0	8.1	6	8.9	26	Starbreeze	T
Attack of the Movies 3D	X360	2010	Shooter	Majesco Entertainment	40000	0	0	0	3.8	8	1.7	10	Panic Button	T
The Invincible Iron Man	GBA	2002	Action	Activision	30000	10000	0	0	6.8	9	NA	NA	Torus Games	E
NASCAR 07	XB	2006	Racing	Electronic Arts	30000	10000	0	0	7.2	26	7	4	EA Tiburon	E
Dance Dance Revolution Disney Mix	PS	2000	Simulation	Konami Digital Entertainment	20000	20000	0	0	7.4	7	8.3	13	Konami	E
Emergency Room: Real Life Rescues	DS	2009	Simulation	505 Games	40000	0	0	0	NA	NA	NA	NA	Legacy Interactive	T
Nitroplus Blasterz: Heroines Infinite Duel	PS4	2015	Fighting	Marvelous Interactive	10000	0	20000	0	7	33	6.9	28	"Examu, Marvelous Inc."	T
Thrillville: Off the Rails	DS	2007	Strategy	LucasArts	30000	10000	0	0	5.9	6	6.2	5	DC Studios	E
Split/Second	PC	2010	Racing	Disney Interactive Studios	0	40000	0	10000	7.9	18	8.2	116	Black Rock Studio	E10+
Resident Evil 6	PC	2012	Shooter	Capcom	0	40000	0	0	6.9	18	5.9	868	"Capcom, QLOC"	M
Dead Head Fred	PSP	2007	Action	D3Publisher	40000	0	0	0	7.5	30	7.3	23	Vicious Cycle	M
MLB SlugFest 20-04	GC	2003	Sports	Midway Games	30000	10000	0	0	7.6	14	NA	NA	Midway	E
Ride to Hell	PS3	2013	Racing	Deep Silver	20000	10000	0	10000	1.3	4	1	218	"Eutechnyx, Deep Silver"	M
Need for Speed: ProStreet	PC	2007	Racing	Electronic Arts	0	40000	0	10000	7	18	5.9	163	EA Games	E10+
Digimon Rumble Arena 2	GC	2004	Fighting	Atari	30000	10000	0	0	7.1	5	8.1	7	Black Ship Games	T
NCIS	PC	2011	Adventure	Ubisoft	10000	20000	0	10000	NA	NA	NA	NA	Ubisoft	T
Gravity Falls: Legend of the Gnome Gemulets	3DS	2015	Action	Ubisoft	30000	0	0	0	4.6	4	5.8	10	Ubisoft Osaka	E
Rodea the Sky Soldier	3DS	2015	Action	Nippon Ichi Software	30000	0	0	0	4.5	7	5.6	37	"Prope, Kadokawa"	E10+
Major League Baseball 2K12	PC	2012	Sports	Take-Two Interactive	40000	0	0	0	NA	NA	5.7	15	Visual Concepts	E
Pac-Man World Rally	PSP	2006	Racing	Namco Bandai Games	40000	0	0	0	5.1	9	NA	NA	Smart Bomb Interactive	E
Hellboy: The Science of Evil	PSP	2008	Action	Konami Digital Entertainment	40000	0	0	0	4.2	14	7.1	13	Krome Studios	T
The Sims Deluxe	PC	2002	Simulation	Electronic Arts	10000	20000	0	10000	9.2	6	8.2	77	Maxis	T
Fashion Week Jr. Designer	DS	2009	Simulation	505 Games	40000	0	0	0	NA	NA	NA	NA	505 Games	E
Horses 3D	3DS	2012	Misc	Ubisoft	40000	0	0	0	NA	NA	6.3	4	Neko Entertainment	E
